shortDate,Time,Benutzer,kleine Änderung,Kommentar,Größenänderung in Bytes,Größe in Bytes,ID,Date&Time
2015-07-08,19:13,Bujo,,"""gibt keine eindeutige Definition"" ist eine extrem schwache und nichtssagende Einleitung. Man kann sich wenigstens bemühen, zusammenzufassen, was Populismus im Allgemeinen ausmacht.",+2.747‎ ,32.802,143852949,2015-07-08T19:13:00Z
2015-06-09,07:24,Werner von Basil,k,"2A02:810B:8340:84C:6936:3C35:1D11:DE43 (<a href=""/w/index.php?title=Benutzer_Diskussion:2A02:810B:8340:84C:6936:3C35:1D11:DE43&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:2A02:810B:8340:84C:6936:3C35:1D11:DE43 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/wiki/Benutzer:Serols"" title=""Benutzer:Serols"">Serols zurückgesetzt",+1.449‎ ,30.055,142924559,2015-06-09T07:24:00Z
2015-06-09,07:01,2a02:810b:8340:84c:6936:3c35:1d11:de43,,→‎Rechtspopulismus,-1.449‎ ,28.606,142924260,2015-06-09T07:01:00Z
2015-04-24,10:55,Serols,k,"176.199.38.236 (<a href=""/w/index.php?title=Benutzer_Diskussion:176.199.38.236&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:176.199.38.236 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/wiki/Benutzer:Snoopy1964"" title=""Benutzer:Snoopy1964"">Snoopy1964 zurückgesetzt",+906‎ ,30.055,141441873,2015-04-24T10:55:00Z
2015-04-24,10:54,176.199.38.236,,,-906‎ ,29.149,141441862,2015-04-24T10:54:00Z
2015-04-10,10:11,Snoopy1964,k,"95.90.215.32 (<a href=""/w/index.php?title=Benutzer_Diskussion:95.90.215.32&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:95.90.215.32 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/wiki/Benutzer:Centenier"" title=""Benutzer:Centenier"">Centenier zurückgesetzt",-116‎ ,30.055,140729000,2015-04-10T10:11:00Z
2015-04-10,10:11,95.90.215.32,,,+116‎ ,30.171,140728985,2015-04-10T10:11:00Z
2015-04-07,14:41,Centenier,k,"176.46.30.132 (<a href=""/w/index.php?title=Benutzer_Diskussion:176.46.30.132&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:176.46.30.132 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/wiki/Benutzer:Richard_Lenzen"" title=""Benutzer:Richard Lenzen"">Richard Lenzen zurückgesetzt",+195‎ ,30.055,140644052,2015-04-07T14:41:00Z
2015-04-07,14:41,176.46.30.132,,→‎Literatur,-195‎ ,29.86,140644040,2015-04-07T14:41:00Z
2015-03-19,15:44,Richard Lenzen,k,→‎Rechtspopulismus:  →fehlenden Punkt eingefügt...,+1‎ ,30.055,139937472,2015-03-19T15:44:00Z
2015-03-19,15:42,Richard Lenzen,k,→‎Rechtspopulismus:  →überflüssiges Leerzeichen entfernt...,-1‎ ,30.054,139937438,2015-03-19T15:42:00Z
2015-03-11,20:52,M2k~dewiki,,"→‎Literatur:  + <a href=""/wiki/J%C3%B6rg_Flecker"" title=""Jörg Flecker"">Jörg Flecker",+4‎ ,30.055,139692682,2015-03-11T20:52:00Z
2015-02-21,16:58,Merlinschnee,k,→‎„Populism“ in den Vereinigten Staaten:  syntax,-3‎ ,30.051,139069400,2015-02-21T16:58:00Z
2015-01-24,16:07,Braveheart,k,"178.12.93.93 (<a href=""/w/index.php?title=Benutzer_Diskussion:178.12.93.93&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:178.12.93.93 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/wiki/Benutzer:Serols"" title=""Benutzer:Serols"">Serols zurückgesetzt",-2‎ ,30.054,138113766,2015-01-24T16:07:00Z
2015-01-24,15:50,178.12.93.93,,→‎„Populism“ in den Vereinigten Staaten,+2‎ ,30.056,138113260,2015-01-24T15:50:00Z
2015-01-24,15:48,Serols,k,"178.12.93.93 (<a href=""/w/index.php?title=Benutzer_Diskussion:178.12.93.93&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:178.12.93.93 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht (<a href=""/wiki/Wikipedia:Huggle"" title=""Wikipedia:Huggle"">HG)",+9‎ ,30.054,138113204,2015-01-24T15:48:00Z
2015-01-24,15:47,178.12.93.93,,→‎„Populism“ im Großen Baum,+2‎ ,30.045,138113186,2015-01-24T15:47:00Z
2015-01-24,15:47,178.12.93.93,,→‎„Populism“ in den Vereinigten Staaten,-11‎ ,30.043,138113172,2015-01-24T15:47:00Z
2014-12-23,18:30,Jkü,k,Klammern korrigiert,-1‎ ,30.054,137050399,2014-12-23T18:30:00Z
2014-12-11,18:41,Gonzo.Lubitsch,,→‎Weblinks,+180‎ ,30.055,136685198,2014-12-11T18:41:00Z
2014-12-11,18:32,Gonzo.Lubitsch,k,→‎Wirkmechanismen,0‎ ,29.875,136684885,2014-12-11T18:32:00Z
2014-12-11,18:31,Gonzo.Lubitsch,,→‎Wirkmechanismen,+948‎ ,29.875,136684862,2014-12-11T18:31:00Z
2014-10-31,03:17,Grip99,,-Links auf BKLs,+45‎ ,28.927,135373226,2014-10-31T03:17:00Z
2014-10-30,18:35,KarlV,,Jebenbaum wurde verworfen und die Version 134368633 von Scooter wiederhergestellt.,-16‎ ,28.882,135362453,2014-10-30T18:35:00Z
2014-10-16,13:10,Jebenbaum,k,→‎Populismus und Medien,+16‎ ,28.898,134942508,2014-10-16T13:10:00Z
2014-09-26,10:11,Scooter,k,"193.170.44.124 (<a href=""/w/index.php?title=Benutzer_Diskussion:193.170.44.124&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:193.170.44.124 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/wiki/Benutzer:Tmtriumph"" title=""Benutzer:Tmtriumph"">Tmtriumph zurückgesetzt",-33‎ ,28.882,134368633,2014-09-26T10:11:00Z
2014-09-26,10:08,193.170.44.124,,,+33‎ ,28.915,134368553,2014-09-26T10:08:00Z
2014-09-09,09:36,Tmtriumph,,verbessert,+17‎ ,28.882,133859222,2014-09-09T09:36:00Z
2014-09-08,13:32,Tmtriumph,,Einzelaspekte und Meinungen einzelner Autoren gehören nicht in die Definition. Decker wird weiter unten im Text zitiert.,-337‎ ,28.865,133835450,2014-09-08T13:32:00Z
2014-09-08,13:30,Tmtriumph,,kommt inhaltlich bereits im ersten Absatz vor.,-147‎ ,29.202,133835423,2014-09-08T13:30:00Z
2014-09-05,10:55,Braveheart,,Quellen angeben,-6.064‎ ,29.349,133748928,2014-09-05T10:55:00Z
2014-09-05,09:19,88.130.231.130,,→‎Umgangssprache,+125‎ ,35.413,133746890,2014-09-05T09:19:00Z
2014-08-17,16:28,Profunditer,,→‎„Populism“ in den Vereinigten Staaten:  diverse Ergänzungen und Umformulierungen / Huey Long als Beispiel angefügt,+5.939‎ ,35.288,133187308,2014-08-17T16:28:00Z
2014-07-25,09:28,195.243.219.71,,,0‎ ,29.349,132473752,2014-07-25T09:28:00Z
2014-06-28,11:08,Ken-nedy,,,-1‎ ,29.349,131681131,2014-06-28T11:08:00Z
2014-06-14,18:15,Frigitz,,"Definition erweitert, Quelle: Decker, Frank (2004): Der neue Rechtspopulismus. Opladen: Leske + Budrich, 2. Auflage.",+700‎ ,29.35,131304609,2014-06-14T18:15:00Z
2014-05-29,22:54,Man77,,"→‎Geschichte:  Für den Geschichtsabschnitt ohne Kontextualiserung/Erläuterung nichtssagend, erwähnt wird er auch unten",-110‎ ,28.65,130858177,2014-05-29T22:54:00Z
2014-05-27,13:57,Semper,k,"91.61.175.212 (<a href=""/w/index.php?title=Benutzer_Diskussion:91.61.175.212&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:91.61.175.212 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/wiki/Benutzer:Andi58456"" title=""Benutzer:Andi58456"">Andi58456 zurückgesetzt",+504‎ ,28.76,130777133,2014-05-27T13:57:00Z
2014-05-27,13:57,91.61.175.212,,,-504‎ ,28.256,130777127,2014-05-27T13:57:00Z
2014-05-26,11:08,Andi58456,k,Kommasetzung im 2. Satz,+1‎ ,28.76,130738300,2014-05-26T11:08:00Z
2014-05-21,18:00,Tmtriumph,,"neue Definition, siehe Diskussion, Quellen im Artikel",-1.469‎ ,28.759,130612883,2014-05-21T18:00:00Z
2014-05-19,14:32,Gugerell,k,Typo,-1‎ ,30.228,130544768,2014-05-19T14:32:00Z
2014-05-13,22:41,Spuk968,k,"79.241.214.64 (<a href=""/w/index.php?title=Benutzer_Diskussion:79.241.214.64&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:79.241.214.64 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht (<a href=""/wiki/Wikipedia:HG"" class=""mw-redirect"" title=""Wikipedia:HG"">HG 3)",-91‎ ,30.229,130380668,2014-05-13T22:41:00Z
2014-05-13,22:41,79.241.214.64,,→‎Rechtspopulismus,+91‎ ,30.32,130380604,2014-05-13T22:41:00Z
2014-05-05,17:28,Louis Wu,k,Wikilink,+4‎ ,30.229,130124078,2014-05-05T17:28:00Z
2014-05-04,14:47,Gustav von Aschenbach,k,"2.240.147.131 (<a href=""/w/index.php?title=Benutzer_Diskussion:2.240.147.131&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:2.240.147.131 (Seite nicht vorhanden)"">Diskussion) auf die letzte Version von <a href=""/w/index.php?title=Benutzer:93.104.163.141&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer:93.104.163.141 (Seite nicht vorhanden)"">93.104.163.141 zurückgesetzt",-12‎ ,30.225,130088562,2014-05-04T14:47:00Z
2014-05-04,14:45,2.240.147.131,,→‎Begriff,+12‎ ,30.237,130088513,2014-05-04T14:45:00Z
2014-03-16,14:09,93.104.163.141,,→‎Siehe auch,+20‎ ,30.225,128563967,2014-03-16T14:09:00Z
2014-02-06,19:13,S.Didam,k,tippo,+1‎ ,30.205,127278232,2014-02-06T19:13:00Z
2014-02-06,19:12,S.Didam,k,→‎Populismus und Medien:  tippo,0‎ ,30.204,127278187,2014-02-06T19:12:00Z
2014-02-06,13:11,Cekay,k,→‎Literatur,+5‎ ,30.204,127266774,2014-02-06T13:11:00Z
2014-02-06,13:09,Cekay,k,→‎Literatur,+77‎ ,30.199,127266717,2014-02-06T13:09:00Z
2014-01-28,03:41,Rax,k,-link auf gel art,-12‎ ,30.122,126944316,2014-01-28T03:41:00Z
2014-01-25,13:45,188.103.250.200,,→‎Sozialwissenschaft,-1‎ ,30.134,126843715,2014-01-25T13:45:00Z
2014-01-25,13:41,188.103.250.200,,,-1‎ ,30.135,126843598,2014-01-25T13:41:00Z
2014-01-25,11:07,176.198.220.212,,,-1‎ ,30.136,126838476,2014-01-25T11:07:00Z
2013-12-31,01:16,TotalUseless,k,"HC: Entferne <a href=""/wiki/Kategorie:Politisches_Schlagwort"" title=""Kategorie:Politisches Schlagwort"">Kategorie:Politisches Schlagwort",-37‎ ,30.137,125960572,2013-12-31T01:16:00Z
2013-12-30,19:13,TotalUseless,k,"HC: Ergänze <a href=""/wiki/Kategorie:Politisches_Schlagwort"" title=""Kategorie:Politisches Schlagwort"">Kategorie:Politisches Schlagwort",+37‎ ,30.174,125949862,2013-12-30T19:13:00Z
2013-12-18,10:45,Amagra,k,weitere infos zu literatur,+74‎ ,30.137,125551897,2013-12-18T10:45:00Z
2013-12-10,11:37,193.175.253.250,,→‎Literatur,+122‎ ,30.063,125302828,2013-12-10T11:37:00Z
2013-11-25,02:57,79.239.96.141,,→‎Geschichte:   In Quelle 7 werden mit keinem Wort diese Behauptungen untermauert. Die Statistiken sprechen für ihn,-388‎ ,29.941,124805663,2013-11-25T02:57:00Z
2013-11-03,10:56,Phlixx,k,→‎Belege,+9‎ ,30.329,124075575,2013-11-03T10:56:00Z
2013-10-19,22:05,Cholo Aleman,,+ normdaten - GND,+35‎ ,30.32,123616964,2013-10-19T22:05:00Z
2013-09-30,19:32,B.A.Enz,,Herbert81 rückgängig gemacht; EINSPRUCH: bitte VOR dem Entfernen zur Diskussion stellen.,+2.195‎ ,30.285,123027425,2013-09-30T19:32:00Z
2013-09-30,18:00,Herbert81,,Ich habe meine Löschung auf der Diskussionsseite ausführlich begründet.,-2.195‎ ,28.09,123025300,2013-09-30T18:00:00Z
2013-09-30,17:45,Wnme,k,"Revert – gelöschte Textabschnitte wiederhergestellt (<a href=""/wiki/Wikipedia:Huggle"" title=""Wikipedia:Huggle"">HG)",+2.195‎ ,30.285,123024897,2013-09-30T17:45:00Z
2013-09-30,17:41,Herbert81,,"Siehe Diskussion zu ""Wirkmechanismen""",-2.195‎ ,28.09,123024785,2013-09-30T17:41:00Z
2013-09-27,07:46,Prüm,k,,+82‎ ,30.285,122915893,2013-09-27T07:46:00Z
2013-09-21,04:07,Miltrak,,→‎Linkspopulismus:  Komplett neuer Artikel,+32‎ ,30.203,122728893,2013-09-21T04:07:00Z
2013-06-28,20:06,BurghardRichter,k,"→‎Literatur:  Kleinigkeiten. Vorlage:Literatur: Untertitel gehören nicht unter den Parameter ""TitelErg"".",+61‎ ,30.171,120013988,2013-06-28T20:06:00Z
2013-05-03,19:21,Herbert81,,"Streichung ""Neue Politisch Ökonomie"" wiederholt, Begründung unter Diskussion",-1.418‎ ,30.11,118162496,2013-05-03T19:21:00Z
2013-05-03,08:42,Tunc,,Herbert81 wurden verworfen und die Version 117469743 von 188.73.187.211 wiederhergestellt.,+1.114‎ ,31.528,118144273,2013-05-03T08:42:00Z
2013-05-02,19:08,Herbert81,,"Abschnitt Neue Politische Ökonomie entfernt, siehe Diskussion",-1.418‎ ,30.414,118128027,2013-05-02T19:08:00Z
2013-05-02,19:06,Herbert81,,Nichtneutralität des Begriffs mittels google belegt,+304‎ ,31.832,118127974,2013-05-02T19:06:00Z
2013-04-13,19:29,188.73.187.211,,→‎Geschichte,0‎ ,31.528,117469743,2013-04-13T19:29:00Z
2013-03-27,05:18,89.245.37.17,,,+10‎ ,31.528,115944295,2013-03-27T05:18:00Z
2013-03-18,22:20,Naddy,k,"Interwiki-Link(s) nach <a href=""/wiki/Wikipedia:Wikidata"" title=""Wikipedia:Wikidata"">Wikidata (<a href=""https://www.wikidata.org/wiki/Q180490"" class=""extiw"" title=""d:Q180490"">d:Q180490) migriert",-935‎ ,31.518,115555525,2013-03-18T22:20:00Z
2013-03-06,08:28,Neun-x,,,+417‎ ,32.453,115026971,2013-03-06T08:28:00Z
2013-02-28,14:22,EmausBot,k,be:Папулізм,+24‎ ,32.036,114789144,2013-02-28T14:22:00Z
2013-02-27,13:54,MorbZ-Bot,k,Bot: Füge Dateiinformationen hinzu,+132‎ ,32.012,114747229,2013-02-27T13:54:00Z
2013-02-19,05:42,EmausBot,k,sl:Populizem,+17‎ ,31.88,114392999,2013-02-19T05:42:00Z
2013-02-15,22:24,Uweka,k,→‎Populismus und Medien:  etwas Grammatik,+1‎ ,31.863,114253785,2013-02-15T22:24:00Z
2013-02-06,01:51,HaraldKnill,k,→‎Literatur,+198‎ ,31.862,113851168,2013-02-06T01:51:00Z
2012-12-12,20:36,ZéroBot,k,ro:Populism,+16‎ ,31.664,111597560,2012-12-12T20:36:00Z
2012-10-31,20:37,Chaddy,k,→‎Linkspopulismus:  typo,+2‎ ,31.648,109954715,2012-10-31T20:37:00Z
2012-10-12,18:53,Polemos,,"82.218.12.176 wurden verworfen <a href=""/wiki/Wikipedia:BLG"" class=""mw-redirect"" title=""Wikipedia:BLG"">WP:BLG",-66‎ ,31.646,109237977,2012-10-12T18:53:00Z
2012-09-23,10:58,82.218.12.176,,→‎Wirkmechanismen,-1‎ ,31.712,108419312,2012-09-23T10:58:00Z
2012-09-23,10:58,82.218.12.176,,→‎Wirkmechanismen,+67‎ ,31.713,108419286,2012-09-23T10:58:00Z
2012-09-05,20:01,88.64.99.28,,,+2‎ ,31.646,107705623,2012-09-05T20:01:00Z
2012-09-05,20:01,88.64.99.28,,,+30‎ ,31.644,107705604,2012-09-05T20:01:00Z
2012-08-31,15:08,JYBot,k,fa:عوام‌گرایی,+5‎ ,31.614,107487213,2012-08-31T15:08:00Z
2012-08-14,18:49,77.12.83.128,,,-4‎ ,31.609,106812384,2012-08-14T18:49:00Z
2012-07-29,16:01,Florian Blaschke,,"78.42.215.25 wurde rückgängig gemacht. Begründung: Keine bessere Formulierung; die Beschreibung von politischem Opportunismus in <a href=""/wiki/Opportunismus#Bedeutung"" title=""Opportunismus"">Opportunismus#Bedeutung paßt genau zum Wählerfang",-31‎ ,31.613,106137952,2012-07-29T16:01:00Z
2012-07-27,21:16,MerlIwBot,k,mr:लोकानुनय,+32‎ ,31.644,106078983,2012-07-27T21:16:00Z
2012-07-26,01:22,78.42.215.25,,,+31‎ ,31.612,106012216,2012-07-26T01:22:00Z
2012-07-25,17:26,Florian Blaschke,,"Sinnentstellende und Unlogik produzierende Löschung eines „nicht“ rückgängig gemacht und ursprüngliche Formulierung wiederhergestellt, siehe Disk",+3‎ ,31.581,105997198,2012-07-25T17:26:00Z
2012-07-16,14:10,Häuslebauer,,Quelle?,-69‎ ,31.578,105642733,2012-07-16T14:10:00Z
2012-07-15,21:44,81.210.236.217,,→‎Rechtspopulismus,-1‎ ,31.647,105619584,2012-07-15T21:44:00Z
2012-07-15,21:41,81.210.236.217,,→‎Rechtspopulismus,+70‎ ,31.648,105619477,2012-07-15T21:41:00Z
2012-06-24,12:43,Roy.ly,k,→‎Rechtspopulismus,+41‎ ,31.578,104744350,2012-06-24T12:43:00Z
2012-05-10,05:31,Erdimax,,Neun-x wurde rückgängig gemacht.,-728‎ ,31.537,103052592,2012-05-10T05:31:00Z
2012-05-10,05:26,Erdimax,,,+4‎ ,32.265,103052537,2012-05-10T05:26:00Z
2012-05-10,05:20,Erdimax,k,Total falsche Satzstellung verbessert; Autor soll sinnvollen Satz schreiben,+1‎ ,32.261,103052486,2012-05-10T05:20:00Z
2012-04-07,01:14,Neun-x,,,+728‎ ,32.26,101760525,2012-04-07T01:14:00Z
2012-03-18,18:38,188.24.32.76,,→‎Literatur,+112‎ ,31.532,101020254,2012-03-18T18:38:00Z
2012-03-18,18:37,188.24.32.76,,→‎Literatur,+112‎ ,31.42,101020213,2012-03-18T18:37:00Z
2012-03-13,00:14,84.138.109.127,,,-17‎ ,31.308,100806238,2012-03-13T00:14:00Z
2012-03-13,00:13,84.138.109.127,,"Die bisher alleinige Verwendung von ""instrumentalisiert"" zeigt einen negativen, somit nicht sachlichen, sondern parteiischen Ansatz. Der Ausgleich durch die Eigenperspektive von Populisten ist geboten. Audiatur et altera pars.",+16‎ ,31.325,100806216,2012-03-13T00:13:00Z
2012-02-13,15:33,ESFP,,→‎Sozialwissenschaft,+28‎ ,31.309,99614378,2012-02-13T15:33:00Z
2012-02-13,05:54,ESFP,,"94.222.243.171 wurde rückgängig gemacht. Der Abschnitt bezieht sich auf das 19. Jahrhundert, nicht auf heute.",+2‎ ,31.281,99600976,2012-02-13T05:54:00Z
2012-02-13,05:51,94.222.243.171,,"→‎„Populism“ in den Vereinigten Staaten:  gar keine negative Konnotation, neutraler Begriff: http://en.wikipedia.org/wiki/Populist_movement_%28United_States,_19th_Century%29#Populism",-2‎ ,31.279,99600962,2012-02-13T05:51:00Z
2012-02-01,07:13,212.123.27.70,,→‎Literatur,+17‎ ,31.281,99101152,2012-02-01T07:13:00Z
2012-02-01,07:12,212.123.27.70,,→‎Literatur,+131‎ ,31.264,99101144,2012-02-01T07:12:00Z
2011-12-29,14:46,Benowar,k,→‎Literatur,-3‎ ,31.133,97675696,2011-12-29T14:46:00Z
2011-12-29,14:03,MaLaa,,→‎Literatur:  Bibliogr. Erg./Aktual.,+160‎ ,31.136,97674018,2011-12-29T14:03:00Z
2011-12-28,13:22,213.135.243.18,,,+6‎ ,30.976,97629008,2011-12-28T13:22:00Z
2011-12-20,04:12,2.215.241.102,,,-6‎ ,30.97,97333531,2011-12-20T04:12:00Z
2011-12-03,20:26,Luckas-bot,k,tl:Populismo,+17‎ ,30.976,96704140,2011-12-03T20:26:00Z
2011-10-17,22:35,Louis Wu,,→‎Literatur:  Werk ergänzt,+65‎ ,30.959,94904495,2011-10-17T22:35:00Z
2011-10-12,00:28,In dubio pro dubio,k,→‎Linkspopulismus:  wortdopplung-,-8‎ ,30.894,94665993,2011-10-12T00:28:00Z
2011-10-12,00:27,In dubio pro dubio,k,→‎„Populism“ in den USA,+40‎ ,30.902,94665972,2011-10-12T00:27:00Z
2011-10-11,12:07,MystBot,k,ar:شعبوية,-13‎ ,30.862,94638306,2011-10-11T12:07:00Z
2011-10-10,21:58,Stephan Hense,,→‎Siehe auch,+21‎ ,30.875,94620516,2011-10-10T21:58:00Z
2011-09-12,21:59,Randolph33,k,"91.6.95.50 (<a href=""/w/index.php?title=Benutzer_Diskussion:91.6.95.50&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:91.6.95.50 (Seite nicht vorhanden)"">Diskussion) wurden auf die letzte Version von <a href=""/wiki/Benutzer:Martin1978"" title=""Benutzer:Martin1978"">Martin1978 zurückgesetzt",-15‎ ,30.854,93576436,2011-09-12T21:59:00Z
2011-09-12,21:59,91.6.95.50,,→‎Rechtspopulismus,+15‎ ,30.869,93576431,2011-09-12T21:59:00Z
2011-08-30,22:15,Martin1978,k,"Revert – <a href=""/wiki/Wikipedia:Vandalismus"" title=""Wikipedia:Vandalismus"">Vandalismus entfernt",-4‎ ,30.854,93070849,2011-08-30T22:15:00Z
2011-08-30,22:15,87.151.156.196,,,+4‎ ,30.858,93070834,2011-08-30T22:15:00Z
2011-08-30,22:14,Shadowtweaker,k,87.151.156.196 wurde rückgängig gemacht.,-4‎ ,30.854,93070822,2011-08-30T22:14:00Z
2011-08-30,22:14,87.151.156.196,,,+4‎ ,30.858,93070808,2011-08-30T22:14:00Z
2011-08-07,00:15,In dubio pro dubio,k,→‎Linkspopulismus:  zuschreibung+,+9‎ ,30.854,92145247,2011-08-07T00:15:00Z
2011-08-07,00:11,In dubio pro dubio,k,Artikel aus Absatzüberschrift-,-4‎ ,30.845,92145165,2011-08-07T00:11:00Z
2011-08-04,15:51,Katach,,→‎Linkspopulismus:  überarbeitung und ergänzung auf basis aktuellerer papers,+755‎ ,30.849,92061034,2011-08-04T15:51:00Z
2011-08-01,21:50,Braveheart,,"Kater Rocco wurde rückgängig gemacht. Quelle ist angegeben, Quellenkritik bitte zuerst auf der Disk",+774‎ ,30.094,91968495,2011-08-01T21:50:00Z
2011-08-01,21:22,Kater Rocco,,Nicht hinreichend belegt,-774‎ ,29.32,91967541,2011-08-01T21:22:00Z
2011-07-31,10:23,Niedergrund,,"Fabelhans wurde verworfen und die Version 91691500 von Teutschvölkischer wiederhergestellt. Wenn nachweisbar, dann nur mit Quelle.",-151‎ ,30.094,91908021,2011-07-31T10:23:00Z
2011-07-31,10:06,Fabelhans,k,persönliche Erfahrungen / Berichte Betroffener,+151‎ ,30.245,91907562,2011-07-31T10:06:00Z
2011-07-25,20:21,Teutschvölkischer,k,→‎Rechtspopulismus:  „Front“ iſt im Franz. männlichen Geſchlechtes; für die Einordnung des BZÖ ſiehe ſein Artikel. Weiters heißt es DER Vlaams Belang.,-45‎ ,30.094,91691500,2011-07-25T20:21:00Z
2011-07-23,08:23,188.108.215.164,,,-1‎ ,30.139,91565943,2011-07-23T08:23:00Z
2011-07-23,07:06,WikitanvirBot,k,kk:Популизм,+24‎ ,30.14,91565139,2011-07-23T07:06:00Z
2011-07-23,07:01,Martin1978,k,Revert - Keine Verbesserung des Artikels,+2‎ ,30.116,91565060,2011-07-23T07:01:00Z
2011-07-23,06:59,188.108.208.132,,,-2‎ ,30.114,91565037,2011-07-23T06:59:00Z
2011-07-13,01:27,Alkim Y,k,"212.123.27.70 (<a href=""/w/index.php?title=Benutzer_Diskussion:212.123.27.70&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:212.123.27.70 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/wiki/Benutzer:Casra"" title=""Benutzer:Casra"">Casra wiederhergestellt",+8‎ ,30.116,91168340,2011-07-13T01:27:00Z
2011-07-11,12:21,212.123.27.70,,→‎Richtungen des Populismus,-8‎ ,30.108,91099725,2011-07-11T12:21:00Z
2011-07-01,19:07,Casra,k,"109.128.115.121 (<a href=""/w/index.php?title=Benutzer_Diskussion:109.128.115.121&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:109.128.115.121 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/wiki/Benutzer:Luckas-bot"" title=""Benutzer:Luckas-bot"">Luckas-bot wiederhergestellt",+19‎ ,30.116,90724456,2011-07-01T19:07:00Z
2011-07-01,15:34,109.128.115.121,,→‎Richtungen des Populismus,-19‎ ,30.097,90715595,2011-07-01T15:34:00Z
2011-06-16,19:47,Luckas-bot,k,vi:Chủ nghĩa dân túy,+30‎ ,30.116,90119527,2011-06-16T19:47:00Z
2011-06-11,22:54,Xqbot,k,ko:포퓰리즘; kosmetische Änderungen,-1‎ ,30.086,89926834,2011-06-11T22:54:00Z
2011-06-06,15:52,Luckas-bot,k,th:ประชานิยม,+35‎ ,30.087,89714861,2011-06-06T15:52:00Z
2011-05-29,15:21,Toter Alter Mann,,→‎Linkspopulismus,+165‎ ,30.052,89412472,2011-05-29T15:21:00Z
2011-05-29,15:02,91.65.218.31,,URLs angepasst,+86‎ ,29.887,89411636,2011-05-29T15:02:00Z
2011-05-28,19:02,217.227.10.177,,,-3‎ ,29.801,89380129,2011-05-28T19:02:00Z
2011-05-22,18:06,188.103.240.163,,"→‎Linkspopulismus:  weder ""links"" noch ""populistisch"" impliziert das, also warum muss man das extra erwähnen?",-156‎ ,29.804,89143767,2011-05-22T18:06:00Z
2011-05-20,14:07,212.123.27.66,,→‎Literatur,+230‎ ,29.96,89061702,2011-05-20T14:07:00Z
2011-05-18,00:25,Gerhardvalentin,,87.170.142.4 wurden verworfen und die Version 88789816 von Seewolf wiederhergestellt,-189‎ ,29.73,88965317,2011-05-18T00:25:00Z
2011-05-17,22:38,87.170.142.4,,Erweiterung: Populismus vs. Klientelpolitik und Lobbyismus,+20‎ ,29.919,88961977,2011-05-17T22:38:00Z
2011-05-17,22:37,87.170.142.4,,Populismus vs. Klientelpolitik: allgemeine Beobachtung,+169‎ ,29.899,88961919,2011-05-17T22:37:00Z
2011-05-13,15:10,Seewolf,k,"Fauserjoe (<a href=""/w/index.php?title=Benutzer_Diskussion:Fauserjoe&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:Fauserjoe (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/w/index.php?title=Benutzer:212.123.27.66&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer:212.123.27.66 (Seite nicht vorhanden)"">212.123.27.66 wiederhergestellt",-106‎ ,29.73,88789816,2011-05-13T15:10:00Z
2011-05-13,15:09,Fauserjoe,,→‎Linkspopulismus,+106‎ ,29.836,88789796,2011-05-13T15:09:00Z
2011-05-10,16:45,212.123.27.66,,→‎Literatur,+164‎ ,29.73,88679909,2011-05-10T16:45:00Z
2011-05-10,16:41,212.123.27.66,,→‎Weblinks,+230‎ ,29.566,88679740,2011-05-10T16:41:00Z
2011-05-06,14:55,Toter Alter Mann,k,→‎„Populism“ in den USA,+1‎ ,29.336,88525383,2011-05-06T14:55:00Z
